NCT Number	Study Summary
NCT00004156	Study Title: Vaccine Therapy in Treating Patients With Breast Cancer. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells.
NCT01348256	Study Title: Study With Dendritic Cell Immunotherapy in Resected Hepatic Metastasis of Colorectal Carcinoma. Brief Summary: In this randomized multicentric phase II study, patients with colorectal carcinoma with resectable hepatic metastasis will be randomized to treatment with dendritic cells or to observation, following conventional treatment with surgery and chemotherapy.
NCT02254915	Study Title: SHTC - EUROPE-1 Synergo Hyperthermia-Chemotherapy by European Urologists' Research Operation Preserving Evolution Study I. Brief Summary: A multi-institutional, prospective, randomised, open-label, superiority, comparative, active-controlled, phase 3 study. The study will compare Synergo RF-induced hyperthermia-chemotherapy (SHTC) plus mitomycin C (MMC) to standard treatment of bacillus Calmette-Guérin (BCG) therapy as first-line adjuvant treatment for intermediate and high-risk NMIBC, and will evaluate recurrence and progression rate over two years of follow-up.
NCT01950156	Study Title: Safety and Efficacy Study of Epitope Peptide To Treat HLA-A*24 Disease Controlled Advanced Non-small Cell Lung Cancer. Brief Summary: The investigators previously identified three novel HLA-A\*2402-restricted epitope peptides, which were derived from three cancer-testis antigens, URLC10, CDCA1, and KIF20A, as targets for vaccination against lung cancer. In this clinical study, the investigators examine using a combination of these three peptides the safety, immunogenicity, and antitumor effect of vaccine treatment to prevent relapse of the disease for HLA-A\*2402-positive advanced non-small cell lung cancer patients whose disease are controlled after any standard therapies.
NCT03662815	"Study Title: Clinical Study of a Personalized Neoantigen Cancer Vaccine in Treating Patients With Advanced Malignant Tumor. Brief Summary: This research study is evaluating a new type of cancer vaccine called ""Personalized Neoantigen Cancer Vaccine"" as a possible treatment for advanced malignant tumor. The purpose of the clinical study is evaluating the safety, tolerability and partial efficacy of the personalized neoantigen cancer vaccine in the treatment of Chinese patients with advanced malignant cancer, so as to provide a new personalized therapeutic strategy for advanced pancreatic cancer patients. It is known that cancer patients have mutations (changes in genetic material) that are specific to an individual patient and tumor. These mutations can cause the tumor cells to produce proteins that appear very different from the body's own cells. It is possible that these proteins used in a vaccine may induce strong immune responses, which may help the participant's body fight any tumor cells that could cause the cancer to come back in the future. The study will examine the safety of the vaccine when given at several different time points and will examine the participant's blood cells for signs that the vaccine induced an immune response."
NCT00016133	Study Title: Vaccine Therapy in Treating Patients With Stage II or Stage III Colon Cancer That Has Been Removed During Surgery. Brief Summary: RATIONALE: Vaccines made from a patient's white blood cells and tumor cells may make the body build an immune response to kill tumor cells. Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining vaccine therapy with chemotherapy may kill more tumor cells. PURPOSE: Phase I/II trial to study the effectiveness of vaccine therapy combined with leucovorin and fluorouracil in treating patients who have undergone surgery to completely remove stage II or stage III colon cancer.
NCT00036933	Study Title: Vaccine Therapy Plus QS21 in Treating Patients With Prostate Cancer. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Biological therapies such as QS21 use different ways to stimulate the immune system and stop cancer cells from growing. Combining vaccine therapy with QS21 may kill more tumor cells. PURPOSE: Phase II trial to study the effectiveness of combining vaccine therapy with QS21 in treating patients who have prostate cancer.
NCT00365937	Study Title: Immunization of Disease-Free Melanoma Patients With Different HLA-A2 Peptides. Brief Summary: Open-label single center study. Patients will be divided in four groups of 7. Group 1: 8 melanoma-specific peptides in saline; Group 2: same mix of peptides + Montanide ISA51; Group 3: same mix of peptides + IMP321 500 µg; Group 4: same mix of peptides + IMP321 500 µg + Montanide ISA51. These vaccines will be administered every 3 weeks on 5 occasions by intradermal and superficial subcutaneous injections.
NCT00072085	Study Title: Immunization With gp100 Protein Vaccine in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. PURPOSE: This randomized phase II trial is studying immunization using two different gp100 protein vaccines to compare how well they work in treating patients with metastatic melanoma.
NCT01584115	Study Title: Clinical Trial of a Therapeutic Vaccine With NY-ESO-1 in Combination With the Adjuvant Monophosphoryl Lipid A (MPLA). Brief Summary: This study is a clinical trial phase I/II. Its goal is to determine the safety, tolerability, immunogenicity and efficacy of a therapeutic vaccine with the tumor antigen NY-ESO-1 combined with the adjuvant MPLA from B. pertussis in cancer patients.
NCT02405585	"Study Title: Immunotherapy and SBRT Study in Borderline Resectable Pancreatic Cancer. Brief Summary: Unfortunately, despite the best clinical efforts and breakthroughs in biotechnology, most patients diagnosed with pancreatic cancer continue to die from the rapid progression of their disease. One primary reason for this is that the disease is typically without symptoms until significant local and/or distant spread has occurred and is often beyond the chance for cure at the time of the diagnosis. The lack of any treatment to substantially increase long term survival rates is reflected by the poor outcomes associated with this disease, specifically time to disease progression and overall survival. However, another important part of the body is now being looked at as a target for therapy against this disease - the immune system. Scientists have clearly shown that pancreatic tumor cells produce a number of defective proteins, or express normal proteins in highly uncharacteristic ways, as part of this cancer. In some cancers, these abnormalities can cause an immune response to the cancer cells much in the way one responds to infected tissue. In progressive cancers however, the immune system fails to effectively identify or respond to these abnormalities and the cancer cells are not attacked or destroyed for reasons not yet fully understood. This clinical trial proposes a new way to stimulate the immune system to recognize pancreatic cancer cells and to stimulate an immune response that destroys or blocks the growth of the cancer. This new method of treatment helps the immune system of pancreatic cancer patients to ""identify"" the cancerous tissue so that it can be eliminated from the body. As an example, patients with certain diseases may require an organ transplant to replace a damaged kidney or heart. After receiving their transplant, these patients receive special drugs because they are at great danger of having an immune response that destroys or ""rejects"" the transplanted organ. This ""rejection"" occurs when their immune system responds to differences between the cells of the transplanted organ and their own immune system by attacking the foreign tissue in the same way as it would attack infected tissue. When the differences between foreign tissues and the patient's body are even larger, as with the differences between organs from different species, the rejection is very rapid, highly destructive, and the immunity it generates is longlasting. This is called hyperacute rejection and the medicine used to immunize patients in this protocol tries to harness this response to teach a patient's immune system to fight their pancreatic cancer just as the body would learn to reject a transplanted organ from an animal. To do this, Algenpantucel-L immunotherapy contains human pancreatic cancer cells that contain a mouse gene that marks the cancer cells as foreign to patient's immune systems. The immune system therefore attacks these cancer cells just as they would attack any truly foreign tissue, destroying as much as it can. Additionally, the immune system is stimulated to identify differences (aside from the mouse gene) between these cancer cells and normal human tissue as foreign. This ""education"" of the immune system helps treat the patient because pancreatic cancer cells already present in a treated patient are believed to show some of the same differences from normal tissue as the modified pancreatic cancer cells in the product. Due to these similarities, the immune system, once ""educated"" by the Algenpantucel-L immunotherapy, identifies the patient's cancer as foreign and attacks. Historically, external beam radiation has been part of the treatment of pancreatic cancer, both before and after surgical resection. Recent breakthroughs in technology now allow for more intensive doses of radiation to be delivered to the body with greater precision. These newer, more precise radiation treatments, called stereotactic body radiation, deliver more intensive radiation to a locally advanced tumor and are now being employed in the treatment of pancreatic cancer. Stereotactic body radiation may increase the chances that surgery will successfully remove a pancreatic cancer. In this experimental study, all patients will be given a strong combination of antitumor chemotherapy while receiving injections of an immunotherapy drug consisting of two types of pancreatic cancer cells that have been modified to make them more easily recognized and attacked by the immune system. The investigators propose to test this new treatment paradigm along with stereotactic body radiation in patients with borderline resectable pancreatic cancer to demonstrate that treatment with this combination of therapies increases the time until the tumor progresses as well as overall survival."
NCT01403285	Study Title: Peptide-based Glioma Vaccine IMA950 in Patients With Glioblastoma. Brief Summary: BACKGROUND: Active immunotherapy of cancer is based on the premise that the vaccine raises a cytotoxic immune response to tumor-associated antigens, thereby destroying malignant cells without harming normal cells. IMA950 is a therapeutic multi-peptide vaccine containing 11 tumor-associated peptides (TUMAPs) found in a majority of glioblastomas, and is designed to activate TUMAP-specific T cells. The use of 11 TUMAPs increases the likelihood of a multi-clonal, highly specific T-cell response against tumor cells leading to decreased likelihood of immune evasion of the tumor by down-regulation of target antigens. PURPOSE: The primary objective of this study is to determine the safety and tolerability of IMA950 when given with cyclophosphamide, granulocyte macrophage-colony stimulating factor (GM-CSF) and imiquimod in patients with glioblastoma and to determine if IMA950 shows sufficient immunogenicity in these patients. ELIGIBILITY: Patients with histologically proven GBMs who have completed radiotherapy, and have stable disease following at least 4 cycles of adjuvant temozolomide.
NCT00323115	Study Title: Phase II Feasibility Study of Dendritic Cell Vaccination for Newly Diagnosed Glioblastoma Multiforme. Brief Summary: Adult patients who have surgical resection of newly diagnosed glioblastoma multiforme will be treated with radiotherapy/chemotherapy followed by dendritic cell vaccine. Chemotherapy will be administered after three vaccinations for one year or until progression of disease.
NCT00006385	Study Title: Vaccine Therapy With or Without Biological Therapy in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Biological therapies such as sargramostim and interferon alfa use different ways to stimulate the immune system and stop cancer cells from growing. It is not yet known if vaccine therapy if more effective with or without biological therapy for melanoma. PURPOSE: Randomized phase II trial to compare the effectiveness of vaccine therapy with or without biological therapy in treating patients who have metastatic melanoma.
NCT01588015	Study Title: Vaccine Therapy in Preventing Cytomegalovirus Infection in Patients With Hematological Malignancies Undergoing Donor Stem Cell Transplant. Brief Summary: This randomized phase I trial studies the side effects of vaccine therapy in preventing cytomegalovirus (CMV) infection in patients with hematological malignancies undergoing donor stem cell transplant. Vaccines made from a tetanus-CMV peptide or antigen may help the body build an effective immune response and prevent or delay the recurrence of CMV infection in patients undergoing donor stem cell transplant for hematological malignancies.
NCT06341907	Study Title: Application of MRD Combined With Personalized Vaccine in the Treatment of Postoperative Recurrence Prevention of EOC. Brief Summary: The goal of this clinical trial is as follows:(1) Establish a clinical technical system for ctDNA dynamic monitoring of MRD in postoperative EOC patients, providing a new technical means for postoperative recurrence prevention and monitoring of EOC patients.(2) Establish a clinical technical system for adjuvant treatment of postoperative recurrence prevention for EOC patients with conventional protocols combined with personalized vaccines, so as to provide a new treatment method for postoperative recurrence prevention for EOC patients, with a view to obtaining a better survival prognosis.(3) To establish and improve the prediction process of Neoantigen for ovarian cancer and the in vitro evaluation system of the effectiveness of neoantigen vaccine, achieve independent innovation of tumor neoantigen vaccine treatment technology, and cultivate a group of technical forces to master the development of modern tumor vaccine drugs.(4) The new technology system has been promoted and applied in 5 hospitals in the province.
NCT01213407	Study Title: Dendritic Cell Cancer Vaccine for High-grade Glioma. Brief Summary: A randomised, open-label, 2-arm, multi-centre, phase II clinical study with one group receiving standard therapy with Temozolomide, radiotherapy, and Trivax; and a control group receiving standard therapy with Temozolomide and radiotherapy only; after tumour resection of at least 70% in both groups. The hypothesis is based on the assumption that time to progression will be doubled in the treatment group.
NCT05101356	Study Title: A Cancer Vaccine (Labvax 3(22)-23) and GM-CSF Alone or in Combination With Pembrolizumab for the Treatment of Advanced Stage Adenocarcinoma. Brief Summary: This phase 1/2 trial tests the safety and effectiveness of a cancer vaccine called Labvax 3(22)-23 and GM-CSF alone or in combination with pembrolizumab in treating adenocarcinoma that has spread to other places in the body (advanced stage). Labvax 3(22)-23 is designed to target a specific antigen (labyrinthin), which is a protein found on the surface of adenocarcinoma tumor cells. Labyrinthin is a protein that is not expressed on normal cells in the skin, lungs, salivary glands, pancreas, nor other tissues. In adenocarcinoma, the tumor cells produce too much labyrinthin causing them to express this protein on the surface of the tumor cells. One way to control the growth of these tumor cells is to teach the immune system to generate an immune response against the labyrinthin protein by vaccination against labyrinthin. GM-CSF, or sargramostim, is a protein that acts as a white blood cell growth factor. It has also been shown to stimulate immune system. Thus, administration of GM-CSF may help to boost the immune system response when given together with the vaccine. This study may improve the general knowledge about Labvax 3(22)-23 and how the body may generate an immune response to kill adenocarcinoma tumor cells. In the second phase of the study, participants will also receive pembrolizumab, which may improve anti-cancer activity when given with Labvax 3(22)-23 and GM-CSF.
NCT05014607	Study Title: Personalized Multi-peptide Vaccination in Combination With the TLR1/2 Ligand XS15 in Cancer Patients. Brief Summary: The aim of this project is to provide personalized multi-peptide vaccination in combination with the TLR1/2 ligand XS15 to individual patients with advanced solid and hematological malignancies without any approved treatment options.
NCT04432207	Study Title: A Study of IMU-201 (PD1-Vaxx), a B-Cell Immunotherapy, in Adults With Non-Small Cell Lung Cancer. Brief Summary: An Open Label, Multi-Center, Dose Escalation/Expansion, Phase 1/1b Study of IMU 201 (PD1-Vaxx), a B-Cell Immunotherapy as monotherapy or in combination with atezolizumab with or without chemotherapy, in Adults with Non-Small Cell Lung Cancer (IMPrinter).
NCT03956056	Study Title: Neoantigen Peptide Vaccine Strategy in Pancreatic Cancer Patients Following Surgical Resection and Adjuvant Chemotherapy. Brief Summary: This is a phase 1 open-label study to evaluate the safety and immunogenicity of a neoantigen peptide vaccine strategy in pancreatic cancer patients following surgical resection and adjuvant chemotherapy. The neoantigen peptide vaccines will incorporate prioritized neoantigens and personalized mesothelin epitopes and will be co-administered with poly-ICLC. The hypothesis of this study is that neoantigen peptide vaccines will be safe and capable of generating measurable neoantigen-specific CD4 and CD8 T cell responses.
NCT00986609	Study Title: MUC1 Vaccine for Triple-negative Breast Cancer. Brief Summary: RATIONALE: Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. PURPOSE: To evaluate the efficacy of poly-ICLC + MUCI peptide vaccine in boosting the immunologic response to MUCI in patients with triple-negative BC.
NCT06344156	Study Title: Neoantigen Vaccine Plus Anti-PD1 and Chemotherapy as an Adjuvant Therapy for Pancreatic Cancer. Brief Summary: The aim of this single center, single arm and prospective study is to explore the safety and efficacy of Neoantigen Vaccine Plus Anti-PD1 and Chemotherapy in postoperative adjuvant treatment of Pancreatic Cancer.
NCT04051307	Study Title: Dual Vaccine Trial in Myeloproliferative Neoplasms. Brief Summary: A phase I-II study in patients with mutated MPN by vaccinating with PD-L1 and Aginase1 peptides with Montanide ISA-51 as adjuvant, to monitor the immunological response to vaccination and subsequently safety, toxicity and clinical effect.
NCT00006478	Study Title: Vaccine Therapy Following Chemotherapy & Peripheral Stem Cell Transplantation in Treating Non-Hodgkin's Lymphoma. Brief Summary: RATIONALE: Vaccines made from a person's cancer cells may make the body build an immune response to kill cancer cells. Vaccine therapy may be an effective treatment for non-Hodgkin's lymphoma. PURPOSE: Phase II trial to study the effectiveness of vaccine therapy following chemotherapy and peripheral stem cell transplantation in treating patients who have non-Hodgkin's lymphoma.
NCT01265433	Study Title: WT-1 Analog Peptide Vaccine in Malignant Pleural Mesothelioma After Combined Modality Therapy. Brief Summary: Study of a Wilms Tumor-1 (WT1) vaccine to see if it delays or prevents the mesothelioma from growing back after surgery. WT1 is a protein in cancer cells that regulates gene expression and causes cell growth.
NCT00031733	Study Title: Vaccine Therapy and Interleukin-12 With Either Alum or Sargramostim After Surgery in Treating Patients With Melanoma. Brief Summary: RATIONALE: Vaccines made from peptides may make the body build an immune response. Combining vaccine therapy with interleukin-12 and either alum or sargramostim may kill more tumor cells. PURPOSE: Randomized phase II trial to compare the effectiveness of combining vaccine therapy with interleukin-12 and either alum or sargramostim in treating patients who have undergone surgery for stage II, stage III, or stage IV melanoma.
NCT00019487	Study Title: Vaccine Therapy With or Without Interleukin-2 in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Vaccines made from a person's white blood cells may make the body build an immune response and kill tumor cells. PURPOSE: Phase II trial to study the effectiveness of vaccine therapy in treating patients who have metastatic melanoma that has not responded to previous therapy.
NCT00001439	Study Title: A Phase I Study of gp100 Human Melanoma Peptide Vaccine With Incomplete Freund's Adjuvant. Brief Summary: This is a phase I study of melanoma tumor antigen peptide vaccines. The nine amino acid peptides representing HLA-A2 restricted T cell epitope of the melanoma antigen, gp100 will be administered to patients emulsified in Incomplete Freund's Adjuvant, (IFA). The study is designed to evaluate the toxicity, immunologic effects and potential therapeutic role of repeated doses of gp100 peptide vaccines administered subcutaneously. Immune reactivity to the gp100 epitope peptides will be monitored in all patients by analysis of melanoma-specific T cell precursor frequency prior to and after immunization.
NCT04114825	Study Title: Study of RV001V in Biochemical Failure Following Curatively Intended Therapy For Localized Prostate Cancer. Brief Summary: This Phase II trial will enroll approximately 180 adult male patients with an earlier histologic diagnosis of prostatic adenocarcinoma and a biochemical recurrence (BCR) within 3 years of radical prostatectomy (RP) or definitive RT and no distant metastasis or locoregional recurrence. The trial is a randomized placebo-controlled double-blind study of a peptide cancer vaccine (RV001V).
NCT01810016	Study Title: NY-ESO-1 Vaccine in Combination With Ipilimumab in Patients With Unresectable or Metastatic Melanoma. Brief Summary: This was a Phase 1, open-label, non-randomized study of the combination of NY-ESO-1 plus ipilimumab in patients with unresectable or metastatic melanoma for whom treatment with ipilimumab was indicated. Patients must have had evidence of NY-ESO-1 or LAGE-1 tumor positivity and radiologically measurable disease by the immune-related Response Criteria (irRC). Primary study objectives were to determine the safety and tolerability of the combination and to evaluate humoral and cellular immune response. Secondary objectives were to evaluate tumor response and immunological changes in the tumor microenvironment.
NCT01341496	Study Title: Tumor Cell Vaccines and ISCOMATRIX With Chemotherapy After Tumor Removal. Brief Summary: Background: - A tumor cell vaccine is an experimental cancer treatment. Cancer cells are collected from a patient and then used to develop a vaccine. The vaccine will produce an immune system response to help destroy other cancer cells in the body. Researchers are studying ways to improve these tumor cell vaccines. One way is to add an adjuvant. An adjuvant is a substance that brings about a stronger immune system response. ISCOMATRIX is an adjuvant that has been used safely in other clinical studies. But it has not been studied with certain tumor cell vaccines. Researchers want to find out whether a tumor cell vaccine with ISCOMATRIX, given along with cancer drug treatment, is a safe and effective way to slow or prevent tumor growth after tumor removal surgery. Objectives: - To assess the safety and effectiveness of tumor cell vaccines given with ISCOMATRIX and drug therapy after tumor removal surgery. Eligibility: - People at least 18 years of age who have had tumor cell vaccines developed from cells taken from surgically removed tumors. Design: * Patients will be screened with a physical examination, medical history, blood and urine tests, and imaging studies. * Patients will be treated with cyclophosphamide (once daily) and celecoxib (twice daily) for 7 days before the first vaccine dose. * Patients will receive the tumor cell vaccine once a month for 6 months. They will continue to receive drug therapy throughout the vaccine treatment. Patients will be monitored with regular blood tests and imaging studies. * After the first 6 months, patients who have an immune response to the vaccine will continue treatment with the vaccine and chemotherapy. They will also have regular blood tests and imaging studies. They will have this treatment for up to 24 months from the first vaccination or until they no longer have an immune response. * Participants will have followup visits for up to 5 years after the first vaccination, or until the tumor returns.
NCT00020358	Study Title: Vaccine Therapy in Treating Patients With Melanoma. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Vaccine therapy may be an effective treatment for melanoma. PURPOSE: Randomized phase II trial to study the effectiveness of three vaccine therapy regimens in treating patients who have melanoma.
NCT02526316	Study Title: Cisplatin-based Chemotherapy Combined With P16_37-63 Peptide Vaccination in Patients With HPV-positive Cancers. Brief Summary: The study will include 10 patients with HPV-associated ano-genital cancer (cervical, vulvar, vaginal, penile, anal) or HPV-associated head and neck cancer, who are planned to receive a cisplatin-based chemotherapy (alternatively a carboplatin-based chemotherapy may be selected by investigators choice). Patients will receive P16_37-63 peptide (100 µg) combined with Montanide ISA-51 VG subcutaneously once a week for four weeks, followed by a 4 week rest period (1 cycle). The vaccination is to be started one week before the initiation or continuation of the cisplatin-based chemotherapy. Concurrent radiation is allowed and should be documented. The vaccination schedule will be repeated up to a total of 3 cycles (= 6 months) or until progression or intolerable toxicity. If chemotherapy is withheld (e.g. for toxicity), vaccination treatment can be continued.
NCT00365716	Study Title: Dose-Ranging Study of Quadrivalent Human Papillomavirus (HPV) (Types 6,11,16,18) L1 Virus-Like Particle (VLP) Vaccine (V501-007)(COMPLETED). Brief Summary: This study was conducted in 2 parts. Part A was a randomized, double-blind, placebo-controlled, multicenter, sequential dose-escalating evaluation. Part B was a randomized, double-blind (operating under in-house blinding procedures), placebo-controlled, multicenter, dose-ranging study.
NCT00698711	Study Title: Vaccination of Prostate Cancer Patients With MUC-2-KLH Conjugate Plus the Immunological Adjuvant QS21. Brief Summary: The purpose of this research is to help us study a vaccine treatment for patients with prostate cancer. A vaccine is a medicine that teaches the body to destroy harmful infections and other foreign substances. The immune system is made up of many different types of cells, which fight infection and disease in your body. A vaccine may stimulate the immune system to destroy the cancer cells. It may also help to slow the growth of the cancer. The vaccine is a solution given as an injection given into or under the skin. It is made up of several parts. The first part is MUC-2, a protein present in many cancers, especially prostate cancer. MUC-2 is attached to a material called KLH or keyhole limpet hemocyanin. KLH is purified from a snail- like marine mollusk called a keyhole limpet and has been used for many years to boost immune responses in animals and in people. Attaching MUC-2 to KLH helps the immune system react to MUC-2. The mixture of MUC-2 attached to KLH is in turn mixed with a material called QS21, from the bark of a tree, which also helps the immune system to make more cancer- fighting cells. A vaccine like the one you will receive has been given to laboratory animals and been shown to produce an immune response in these animals.
NCT02366728	Study Title: DC Migration Study for Newly-Diagnosed GBM. Brief Summary: This randomized phase II study will assess the impact of pre-conditioning on migration and survival among newly diagnosed glioblastoma (GBM) patients who have undergone definitive resection and completed standard temozolomide (TMZ) and radiation treatment, as well as the impact of tetanus pre-conditioning and basiliximab together on survival. After completing standard of care radiotherapy with concurrent TMZ, patients will be randomized to 1 of 3 treatment arms: 1). receive cytomegalovirus (CMV)-specific dendritic cell (DC) vaccines with unpulsed (not loaded) DC pre-conditioning prior to the 4th vaccine; 2). receive CMV-specific DC vaccines with Tetanus-Diphtheria Toxoid (Td) pre-conditioning prior to the 4th vaccine; 3). receive basiliximab infusions prior to the 1st and 2nd DC vaccines along with Td pre-conditioning prior to the 4th vaccine. A permuted block randomization algorithm using a 1:1:1 allocation ratio will be used to assign patients to a treatment arm. Randomization will be stratified by CMV status (positive, negative), with the assignment to arms I and II being double-blinded. Effective March 2017, randomization to Group III has been terminated.
NCT00148928	Study Title: Safety & Activity of P501-AS15 Vaccine as a First-line Treatment for Patients With Hormone-sensitive Prostate Cancer Who Show Rising PSA. Brief Summary: Patients with hormone-sensitive prostate cancer and rising PSA, after primary tumor treatment, will be treated with the P501-AS15 vaccine as out-patients. The maximum dose will be 16 vaccinations, given over a period of approximately one year. Thereafter, the patients' long-term safety and PSA status will be followed over a period of approximately 11 months.
NCT02287428	"Study Title: Personalized NeoAntigen Cancer Vaccine w RT Plus Pembrolizumab for Patients With Newly Diagnosed GBM. Brief Summary: This research study is studying a new type of vaccine as a possible treatment for patients with glioblastoma. This research study is a Phase I clinical trial, which tests the safety of an investigational intervention and also tries to define the appropriate dose of the intervention to use for further studies. ""Investigational"" means that the intervention is being studied and that research doctors are trying to find more about it. It also means that the FDA (U.S. Food and Drug Administration) has not approved the Personalized NeoAntigen Cancer Vaccine for any use in patients, including people with glioblastoma. The purpose of the initial study cohort (Cohort 1) is to determine if it is possible to make and administer safely a vaccine against glioblastoma by using information gained from specific characteristics of the participants tumor. It is known that glioblastomas have mutations (changes in genetic material) that are specific to an individual patient's tumor. These mutations can cause the tumor cells to produce proteins that appear very different from the body's own cells. It is possible that these proteins used in a vaccine may induce strong immune responses, which may help the body fight any tumor cells that could cause the glioblastoma to come back in the future. Three additional cohorts (1a, 1b, \& 1c) were added to the study following completion of accrual to the original study cohort (cohort 1). Each new cohort receives NeoVax and radiation therapy as administered to cohort 1 and will also receive pembrolizumab: cohort 1a patients will start pembrolizumab w/in 2 weeks after start of RT, and continue every 3 weeks for up to 2 years; cohort 1b patients will start pembrolizumab 2-4 weeks after completion of NeoVax priming, and continue every 3 weeks for up to 2 years; cohort 1c patients will receive a single dose of pembrolizumab administered within 2 weeks after start of RT, re-start 2-4 weeks after completion of NeoVax priming, and continue every 3 weeks for up to 2 years. The rationale for adding these new cohorts is: 1) to assess the safety and feasibility of NeoVax when administered with pembrolizumab; and 2) to determine if the timing of anti-PD-1 administration impacts the immunogenicity of NeoVax. An additional sub-study cohort (1d) is being added for patients whose tumor is MGMT-methylated. Cohort 1d will enroll patients with tumors for which the MGMT status is methylated or partially methylated; patients on cohort 1d will receive standard daily temozolomide during radiation and as adjuvant therapy for up to six cycles following completion of radiation therapy. The rationale for adding cohort 1d is to determine the safety and feasibility of NeoVax when administered with pembrolizumab and temozolomide."
NCT00017537	Study Title: Vaccine Therapy in Treating Patients With Metastatic or Recurrent Cancer. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. PURPOSE: Phase I trial to study the effectiveness of vaccine therapy in treating patients who have metastatic or recurrent cancer.
NCT00006352	Study Title: Monoclonal Antibody Therapy Plus BCG in Treating Patients With Limited-Stage Small Cell Lung Cancer. Brief Summary: RATIONALE: Monoclonal antibodies can locate tumor cells and either kill them or deliver tumor-killing substances to them without harming normal cells. BCG may activate the immune system to kill tumor cells. Combining monoclonal antibody therapy with BCG may kill more tumor cells. It is not yet known if monoclonal antibody therapy plus BCG is an effective treatment for limited-stage small cell lung cancer. PURPOSE: Randomized phase III trial to determine the effectiveness of monoclonal antibody therapy plus BCG in treating patients who have limited-stage small cell lung cancer.
NCT00005632	Study Title: Vaccine Therapy Plus QS21 in Treating Patients With Prostate Cancer. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Combining a vaccine with QS21 may kill more tumor cells. PURPOSE: Phase I trial to study the effectiveness of vaccine therapy plus immune adjuvant QS21 in treating patients who have prostate cancer.
NCT00077532	Study Title: Monoclonal Antibody With or Without gp100 Peptides Plus Montanide ISA-51 in Treating Patients With Stage IV Melanoma. Brief Summary: RATIONALE: Biological therapies, such as MDX-010, work in different ways to stimulate the immune system and stop tumor cells from growing. Vaccines made from gp100 peptides may make the body build an immune response to kill tumor cells. Combining the vaccines with Montanide ISA-51 may cause a stronger immune response and kill more tumor cells. It is not yet known whether monoclonal antibody therapy is more effective with or without vaccine therapy in treating advanced melanoma. PURPOSE: This randomized phase II trial is studying monoclonal antibody therapy alone to see how well it works compared to monoclonal antibody therapy, gp100 peptides, and Montanide ISA-51 in treating patients with stage IV melanoma.
NCT03391232	Study Title: PolyPEPI1018 Vaccine and CDx for the Treatment of Metastatic Colorectal Cancer (OBERTO). Brief Summary: Phase I/II clinical trial investigates the safety, tolerability, immunogenicity and preliminary efficacy of multiple doses of PolyPEPI1018 CRC vaccine as an add-on treatment to the standard-of-care maintenance therapy in patients with metastatic colorectal cancer. Clinical responses will be evaluated by indiction of T cell responses, T lymphocyte infiltration in accessible biopsy sites, and by objective tumor responses. This study will also explore the accuracy of the predicted T cell responses in each patient using the candidate companion diagnostic test and the correlations between clinical responses and predicted T cell responses.
NCT01355393	Study Title: Vaccine Therapy in Combination With Rintatolimod and/or Sargramostim in Treating Patients With Stage II-IV HER2-Positive Breast Cancer. Brief Summary: This randomized phase I/II trial studies the side effects and best dose of rintatolimod when given together with vaccine therapy and sargramostim (GM-CSF) to see how well it works in treating patients with stage II-IV human epidermal growth factor receptor 2 (HER2)-positive breast cancer. Vaccines made from synthetic HER2/neu peptides may help the body build an effective immune response to kill tumor cells that express HER-2/neu. Adjuvant therapies, such as GM-CSF and rintatolimod, are additional cancer treatments given after the primary treatment to lower the risk that the cancer will come back and are one way to help vaccines produce stronger immune responses. Giving vaccine therapy together with rintatolimod and/or GM-CSF may be a safe and effective treatment for breast cancer.
NCT06218511	Study Title: A Phase I Trial of IMA970A Plus Montanide in Combination With Durvalumab (Anti-PD-L1). Brief Summary: The trial is designed as a single-arm, open-label, phase I study investigating an off-the-shelf, multi-peptide-base HCC vaccine plus Montanide, combined with Durvalumab in patients with very early, early and intermediate stage of HCC. The investigational agents will be applied without concomitant anti-tumour therapy with the intention to reduce risk of recurrence/progression in patients who have received all indicated standard treatments.
NCT00109811	Study Title: Vaccine Therapy in Treating Patients With Recurrent Prostate Cancer. Brief Summary: This phase II trial is studying how well vaccine therapy works in treating patients with recurrent prostate cancer. Vaccines made from peptides may help the body build an effective immune response to kill tumor cells.
